fixing_commit_hash,introducing_commit_hash,file_path,jira_keys,fixing_date,introducing_date
3e1c461060615d543f15424ca4890410e857194a,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/ClusterMessagingService.java,HELIX-3,2012-10-25T10:44:11+02:00,2012-10-24T16:14:36-07:00
3e1c461060615d543f15424ca4890410e857194a,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/ClusterView.java,HELIX-3,2012-10-25T10:44:11+02:00,2012-10-24T16:14:36-07:00
3e1c461060615d543f15424ca4890410e857194a,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/ConfigAccessor.java,HELIX-3,2012-10-25T10:44:11+02:00,2012-10-24T16:14:36-07:00
3e1c461060615d543f15424ca4890410e857194a,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/ConfigChangeListener.java,HELIX-3,2012-10-25T10:44:11+02:00,2012-10-24T16:14:36-07:00
3e1c461060615d543f15424ca4890410e857194a,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/ConfigScope.java,HELIX-3,2012-10-25T10:44:11+02:00,2012-10-24T16:14:36-07:00
3e1c461060615d543f15424ca4890410e857194a,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/ConfigScopeBuilder.java,HELIX-3,2012-10-25T10:44:11+02:00,2012-10-24T16:14:36-07:00
3e1c461060615d543f15424ca4890410e857194a,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/ControllerChangeListener.java,HELIX-3,2012-10-25T10:44:11+02:00,2012-10-24T16:14:36-07:00
3e1c461060615d543f15424ca4890410e857194a,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/Criteria.java,HELIX-3,2012-10-25T10:44:11+02:00,2012-10-24T16:14:36-07:00
3e1c461060615d543f15424ca4890410e857194a,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/CurrentStateChangeListener.java,HELIX-3,2012-10-25T10:44:11+02:00,2012-10-24T16:14:36-07:00
3e1c461060615d543f15424ca4890410e857194a,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/DataAccessor.java,HELIX-3,2012-10-25T10:44:11+02:00,2012-10-24T16:14:36-07:00
3e1c461060615d543f15424ca4890410e857194a,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/ExternalViewChangeListener.java,HELIX-3,2012-10-25T10:44:11+02:00,2012-10-24T16:14:36-07:00
3e1c461060615d543f15424ca4890410e857194a,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/HealthStateChangeListener.java,HELIX-3,2012-10-25T10:44:11+02:00,2012-10-24T16:14:36-07:00
3e1c461060615d543f15424ca4890410e857194a,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/HelixAdmin.java,HELIX-3,2012-10-25T10:44:11+02:00,2012-10-24T16:14:36-07:00
3e1c461060615d543f15424ca4890410e857194a,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/HelixConstants.java,HELIX-3,2012-10-25T10:44:11+02:00,2012-10-24T16:14:36-07:00
3e1c461060615d543f15424ca4890410e857194a,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/HelixDataAccessor.java,HELIX-3,2012-10-25T10:44:11+02:00,2012-10-24T16:14:36-07:00
3e1c461060615d543f15424ca4890410e857194a,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/HelixException.java,HELIX-3,2012-10-25T10:44:11+02:00,2012-10-24T16:14:36-07:00
3e1c461060615d543f15424ca4890410e857194a,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/HelixManager.java,HELIX-3,2012-10-25T10:44:11+02:00,2012-10-24T16:14:36-07:00
3e1c461060615d543f15424ca4890410e857194a,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/HelixManagerFactory.java,HELIX-3,2012-10-25T10:44:11+02:00,2012-10-24T16:14:36-07:00
3e1c461060615d543f15424ca4890410e857194a,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/HelixProperty.java,HELIX-3,2012-10-25T10:44:11+02:00,2012-10-24T16:14:36-07:00
3e1c461060615d543f15424ca4890410e857194a,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/HelixTimerTask.java,HELIX-3,2012-10-25T10:44:11+02:00,2012-10-24T16:14:36-07:00
3e1c461060615d543f15424ca4890410e857194a,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/IdealStateChangeListener.java,HELIX-3,2012-10-25T10:44:11+02:00,2012-10-24T16:14:36-07:00
3e1c461060615d543f15424ca4890410e857194a,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/InstanceType.java,HELIX-3,2012-10-25T10:44:11+02:00,2012-10-24T16:14:36-07:00
3e1c461060615d543f15424ca4890410e857194a,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/LiveInstanceChangeListener.java,HELIX-3,2012-10-25T10:44:11+02:00,2012-10-24T16:14:36-07:00
3e1c461060615d543f15424ca4890410e857194a,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/MessageListener.java,HELIX-3,2012-10-25T10:44:11+02:00,2012-10-24T16:14:36-07:00
3e1c461060615d543f15424ca4890410e857194a,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/NotificationContext.java,HELIX-3,2012-10-25T10:44:11+02:00,2012-10-24T16:14:36-07:00
3e1c461060615d543f15424ca4890410e857194a,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/PropertyPathConfig.java,HELIX-3,2012-10-25T10:44:11+02:00,2012-10-24T16:14:36-07:00
3e1c461060615d543f15424ca4890410e857194a,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/PropertyType.java,HELIX-3,2012-10-25T10:44:11+02:00,2012-10-24T16:14:36-07:00
3e1c461060615d543f15424ca4890410e857194a,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/ZNRecord.java,HELIX-3,2012-10-25T10:44:11+02:00,2012-10-24T16:14:36-07:00
3e1c461060615d543f15424ca4890410e857194a,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/ZNRecordDelta.java,HELIX-3,2012-10-25T10:44:11+02:00,2012-10-24T16:14:36-07:00
3e1c461060615d543f15424ca4890410e857194a,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/alerts/AccumulateAggregator.java,HELIX-3,2012-10-25T10:44:11+02:00,2012-10-24T16:14:36-07:00
3e1c461060615d543f15424ca4890410e857194a,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/alerts/Aggregator.java,HELIX-3,2012-10-25T10:44:11+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/alerts/Alert.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/alerts/AlertComparator.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/alerts/AlertParser.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/alerts/AlertProcessor.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/alerts/AlertValueAndStatus.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/alerts/AlertsHolder.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/alerts/DecayAggregator.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/alerts/DivideOperator.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/alerts/ExpandOperator.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/alerts/ExpressionOperatorType.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/alerts/ExpressionParser.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/alerts/GreaterAlertComparator.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/alerts/MultiplyOperator.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/alerts/Operator.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/alerts/Stat.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/alerts/StatsHolder.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/alerts/SumEachOperator.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/alerts/SumOperator.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/alerts/Tuple.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/alerts/WindowAggregator.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/controller/ExternalViewGenerator.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/controller/GenericHelixController.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/controller/HelixControllerMain.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/controller/HierarchicalDataHolder.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/controller/pipeline/AbstractBaseStage.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/controller/pipeline/Pipeline.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/controller/pipeline/PipelineRegistry.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/controller/pipeline/Stage.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/controller/pipeline/StageContext.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/controller/pipeline/StageException.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/controller/stages/AttributeName.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/controller/stages/BestPossibleStateOutput.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/controller/stages/ClusterDataCache.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/controller/stages/ClusterEvent.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/controller/stages/CompatibilityCheckStage.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/controller/stages/CurrentStateComputationStage.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/controller/stages/CurrentStateOutput.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/controller/stages/ExternalViewComputeStage.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/controller/stages/HealthDataCache.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/controller/stages/MessageGenerationOutput.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/controller/stages/MessageGenerationPhase.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/controller/stages/MessageSelectionStage.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/controller/stages/MessageSelectionStageOutput.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/controller/stages/MessageThrottleStage.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/controller/stages/MessageThrottleStageOutput.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/controller/stages/ReadClusterDataStage.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/controller/stages/ReadHealthDataStage.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/controller/stages/ResourceComputationStage.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
bb501c5a58c1fd4f244cd7deba71ade9bdc2d9d6,437eb42eac35e181ae6793dd17390df33565e4dd,helix-core/src/main/java/org/apache/helix/controller/stages/StatsAggregationStage.java,HELIX-3,2012-10-25T13:58:24+02:00,2012-10-24T16:14:36-07:00
